NumeroArticulo,DescripcionArticulo,EnStock,UnidadMedida,GrupoArticulos,UltimaFechaCompra,UltimoPrecioCompra,UltimaMonedaCompra
AC1489,RACOR RECTO DE 1/4 NPT X 1/4, 15.000 ,UNIDAD,ACCESORIOS,21/03/2025, 35.200 ,COR
AC149,SACO JUMBO 36X36X60 BLANCO, 70.000 ,UNIDAD,ACCESORIOS,28/01/2026, 700.000 ,COR
AC1490,CINTA DE MARCAJE AMARILLO 2 PulgadasX36 YARDAS, 2.000 ,UNIDAD,ACCESORIOS,21/03/2025, 588.120 ,COR
AC1492,CURITAS ADHESIVAS, 17.000 ,CAJA,ACCESORIOS,21/03/2025, 43.750 ,COR
AC1493,ALCOHOL DESINFECTAR 70% SPRAY, 46.000 ,UNIDAD,ACCESORIOS,16/12/2025, 41.110 ,COR
AC1495,BOQUILLA PARA HIDROLAVADORA CON ANGULO DE 15°, 2.000 ,UNIDAD,ACCESORIOS,09/04/2025, 949.333 ,COR
AC1496,BOQUILLA PARA HIDROLAVADORA CON ANGULO DE 25°, 1.000 ,UNIDAD,ACCESORIOS,09/04/2025, 951.150 ,COR
AC1497,BOQUILLA PARA HIDROLAVADORA CON ANGULO DE 40°, 1.000 ,UNIDAD,ACCESORIOS,09/04/2025, 949.333 ,COR
AC150,ARANDELA PRESION 3/4 Pulgadas GR-8, 999.000 ,UNIDAD,ACCESORIOS,18/09/2024, 6.978 ,COR
AC1504,GRAPA PARA CABLE 12MM, 1.000 ,UNIDAD,ACCESORIOS,26/05/2025, 35.000 ,COR
AC1506,ROTULO EN LAMINA LISA C/IMPRESIÓN EN VINIL, 15.000 ,UNIDAD,ACCESORIOS,31/10/2025, 920.000 ,COR
AC1511,"TANQUE DE AGUA 1,750 LT", 1.000 ,UNIDAD,ACCESORIOS,02/07/2025," 12,203.950 ",COR
AC1512,ESPARADRAPO, 77.000 ,UNIDAD,ACCESORIOS,16/12/2025, 35.640 ,COR
AC1513,LIGA DE HULE, 3.000 ,PAQUETE,ACCESORIOS,18/07/2025, 40.500 ,COR
AC1515,AMONIO CUATERNARIO 1%, 10.000 ,GALON,ACCESORIOS,31/07/2025, 229.000 ,COR
AC1517,CUCHILLO DE MESA, 1.000 ,UNIDAD,ACCESORIOS,31/07/2025," 1,199.130 ",COR
AC1518,UPS INTERACTIVA SAT UR1000, 2.000 ,UNIDAD,ACCESORIOS,13/08/2025," 1,918.800 ",COR
AC1519,CARTUCHO HP X4E75AL, 1.000 ,UNIDAD,ACCESORIO DE COMPUTO,12/11/2025," 1,107.000 ",COR
AC152,LLAVE P/LAVAMANO CROMO 143-5100, 1.000 ,UNIDAD,ACCESORIOS,26/11/2025, 270.000 ,COR
AC1520,CARTUCHO HP M0H50AL, 1.000 ,UNIDAD,ACCESORIO DE COMPUTO,12/11/2025," 1,107.000 ",COR
AC1526,CINTA DHS1CL 0.225 PulgadasX0.015 PulgadasX250 YARDAS, 29.000 ,UNIDAD,ACCESORIOS,19/11/2025," 1,962.960 ",COR
AC1527,ENVASES DE MUESTRAS 100ML CON TAPA, 8.000 ,UNIDAD,ACCESORIOS,12/08/2025, 11.000 ,COR
AC1528,SET DE 2 PIEZAS PARA SERVIR CON BASE DE BAMBU, 4.000 ,UNIDAD,ACCESORIOS,10/09/2025, 779.000 ,COR
AC1532,GRAPA INDUSTRIAL 23/10, 8.000 ,UNIDAD,ACCESORIOS,12/09/2025, 27.945 ,COR
AC1533,TONER HP LASERJET 230A, 7.000 ,UNIDAD,ACCESORIO DE COMPUTO,30/01/2026," 4,712.130 ",COR
AC1534,CONTENEDOR P/BASURA CON RODO Y PEDAL, 6.000 ,UNIDAD,ACCESORIOS,22/10/2025," 5,438.710 ",COR
AC1535,PROTECTOR PARA MESA, 2.000 ,UNIDAD,ACCESORIOS,18/09/2025, 300.000 ,COR
AC1541,MANTEL DE TELA, 4.000 ,UNIDAD,ACCESORIOS,17/10/2025, 800.000 ,COR
AC1544,TENSOR DE ACERO 3/8 Pulgadas, 2.000 ,UNIDAD,ACCESORIOS,22/10/2025, 72.810 ,COR
AC1545,ROTULO METALICO C/IMPRESIÓN EN VINIL REFLECTIVO C/PARAL DE 2 PulgadasX2 PulgadasX3M, 5.000 ,UNIDAD,ACCESORIOS,29/10/2025," 4,980.000 ",COR
AC1546,BOLSA CAFE 3.35 X 2.5X13 ALUMINIZADA C/VALVULA, 49.000 ,UNIDAD,ACCESORIOS,31/10/2025, 16.169 ,COR
AC1548,BOLSA AUTOSOSTENBILE 6X9X1.65 PAPEL KRAFT CON VENTANA, 38.000 ,UNIDAD,ACCESORIOS,31/10/2025, 18.495 ,COR
AC1549,SACO BLANCO 17X23.5 SIN IMPRESION, 38.000 ,UNIDAD,ACCESORIOS,31/10/2025, 8.400 ,COR
AC1551,CAMARA INTELIGENTE PARA EXTERIOR, 2.000 ,UNIDAD,ACCESORIOS,12/11/2025," 4,772.445 ",COR
AC1552,BANNER ROLLER UP FULL COLOR 0.85X2M, 1.000 ,UNIDAD,ACCESORIOS,12/11/2025," 1,832.000 ",COR
AC1553,SILICON EN BARRA DELGADO, 20.000 ,UNIDAD,ACCESORIOS,12/12/2025, 5.400 ,COR
AC1554,SILICON EN BARRA GRUESO, 10.000 ,UNIDAD,ACCESORIOS,12/12/2025, 17.100 ,COR
AC1555,ALGODON ABSORBENTE, 30.000 ,UNIDAD,ACCESORIOS,16/12/2025, 48.380 ,COR
AC1556,HISOPO DE APLICADOR, 17.000 ,PAQUETES,ACCESORIOS,16/12/2025, 31.250 ,COR
AC1557,TIJERA CORTE DE GASA, 8.000 ,UNIDAD,ACCESORIOS,16/12/2025, 140.000 ,COR
AC1558,SACO BCO 24X40 SIN IMPRESIÓN," 4,000.000 ",UNIDAD,ACCESORIOS,19/12/2025, 10.600 ,COR
AC156,BROCA P/METAL 3/8 Pulgadas, 5.000 ,UNIDAD,ACCESORIOS,14/01/2026, 81.343 ,COR
AC1560,VENDA ELASTICA, 34.000 ,UNIDAD,ACCESORIOS,07/01/2026, 23.200 ,COR
AC1562,PRISIONERO ALLEN 5/16 PulgadasX1 Pulgadas, 20.000 ,UNIDAD,ACCESORIOS,07/01/2026, 18.870 ,COR
AC1563,PRISIONERO ALLEN 1/2 PulgadasX1 Pulgadas, 9.000 ,UNIDAD,ACCESORIOS,07/01/2026, 15.621 ,COR
AC1564,PRISIONERO ALLEN 3/4 PulgadasX1 Pulgadas, 20.000 ,UNIDAD,ACCESORIOS,07/01/2026, 84.203 ,COR
AC1565,PRISIONERO ALLEN METRICO M6X25, 20.000 ,UNIDAD,ACCESORIOS,07/01/2026, 11.122 ,COR
AC1566,PRISIONERO ALLEN METRICO M8X25, 20.000 ,UNIDAD,ACCESORIOS,07/01/2026, 30.092 ,COR
AC1567,PRISIONERO ALLEN METRICO M10X25, 17.000 ,UNIDAD,ACCESORIOS,07/01/2026, 37.885 ,COR
AC1568,PRISIONERO ALLEN METRICO M12X25, 20.000 ,UNIDAD,ACCESORIOS,07/01/2026, 35.260 ,COR
AC1569,PRISIONERO ALLEN METRICO M14X30, 20.000 ,UNIDAD,ACCESORIOS,07/01/2026, 55.321 ,COR
AC1570,PRISIONERO ALLEN METRICO M16X25, 20.000 ,UNIDAD,ACCESORIOS,07/01/2026, 37.113 ,COR
AC1573,AIREADOR 12 Pulgadas, 4.000 ,UNIDAD,ACCESORIOS,21/01/2026, 243.875 ,COR
AC1575,BOTIQUIN PORTATIL, 2.000 ,UNIDAD,ACCESORIOS,05/02/2026, 457.600 ,COR
AC1576,CONECTOR CAMLOCK 3 Pulgadas MFDP-300IAL, 5.000 ,UNIDAD,ACCESORIOS,07/02/2026, 428.250 ,COR
AC1577,CONECTOR CAMLOCK 3 Pulgadas MFDC-300IAL, 3.000 ,UNIDAD,ACCESORIOS,07/02/2026, 833.250 ,COR
AC160,BROCA P/CONCRETO 1/2x6, 3.000 ,UNIDAD,ACCESORIOS,11/09/2024, 142.518 ,COR
AC162,BROCA DE COBALTO 1/2, 1.000 ,UNIDAD,ACCESORIOS,14/11/2022, 510.000 ,COR
AC168,BARRA DE NYLON 3 Pulgadas X 67.5 CM, 1.000 ,UNIDAD,ACCESORIOS,26/02/2022, 320.000 ,USD
AC183,AUTOMATO 5SX 2P 2A, 1.000 ,UNIDAD,ACCESORIOS,01/06/2018, 22.500 ,USD
AC186,PERNO HEX. 3/4 PulgadasX3 Pulgadas GR-8, 31.000 ,UNIDAD,REPUESTOS,14/07/2021, 31.080 ,COR
AC204,CEPILLO CONICO 4 Pulgadas, 7.000 ,UNIDAD,ACCESORIOS,09/05/2025, 110.710 ,COR
AC206,TIZA PARA SOLDADOR, 6.000 ,UNIDAD,ACCESORIOS,12/11/2025, 7.103 ,COR
AC212,ROLLO DE PLASTICO (diferentes colores), 1.000 ,UNIDAD,ACCESORIOS,21/01/2026," 2,500.000 ",COR
AC216,CANDADO MEDIANO, 6.000 ,UNIDAD,ACCESORIOS,05/02/2026, 453.757 ,COR
AC224,CAJA SPLITTER T. V., 6.000 ,UNIDAD,ACCESORIOS,17/12/2022, 54.900 ,COR
AC230,BROCA P/METAL DIFERENTES MEDIDAS, 3.000 ,UNIDAD,ACCESORIOS,24/11/2018, 397.270 ,COR
AC231,BAJANTE P/ LAVAMANOS, 2.000 ,UNIDAD,ACCESORIOS,04/06/2020, 110.000 ,COR
AC236,TRAMPA P/LAVAMANOS 1- 1/4, 10.000 ,UNIDAD,ACCESORIOS,25/10/2024, 3.480 ,USD
AC239,SIFONES, 1.000 ,UNIDAD,ACCESORIOS,26/11/2025, 90.000 ,COR
AC241,LLAVE TEMPORIZADORA P/URINARIO, 1.000 ,UNIDAD,ACCESORIOS,05/02/2022," 1,657.160 ",COR
AC248,AGUJAS P/COSER SACOS, 20.000 ,UNIDAD,ACCESORIOS,05/07/2024, 3.000 ,USD
AC249,HILAZA, 600.000 ,LIBRAS,ACCESORIOS,14/01/2026, 11.000 ,COR
AC252,ADAPTADOR HEMBRA PVC 2 Pulgadas, 7.000 ,UNIDAD,ACCESORIOS,09/04/2025, 60.000 ,COR
AC256,LLAVE P/CAMPANA, 7.000 ,UNIDAD,ACCESORIOS,18/03/2017, 747.200 ,COR
AC257,BALDES PLASTICOS VACIOS, 4.000 ,UNIDAD,ACCESORIOS,22/10/2025, 150.000 ,COR
AC263,PAPEL HIGIENICO SCOTT EXP, 5.000 ,ROLLO,ACCESORIOS,09/01/2026, 70.260 ,COR
AC269,LLAVE CHORRO DE 1/2, 9.000 ,UNIDAD,ACCESORIOS,22/11/2024, 468.700 ,COR
AC270,ESCOBILLONES, 5.000 ,UNIDAD,ACCESORIOS,12/09/2025, 286.410 ,COR
AC277,REDUCTOR PVC 2X1/2, 19.000 ,UNIDAD,ACCESORIOS,12/08/2022, 49.617 ,COR
AC287,ENVASES PLASTICOS 12 OZ," 1,231.000 ",UNIDAD,ACCESORIOS,19/08/2023, 4.200 ,COR
AC298,REDUCTOR PVC 2X1-1/2, 118.000 ,UNIDAD,ACCESORIOS,21/11/2022, 60.000 ,COR
AC299,FULMINANTE N°2RS, 400.000 ,UNIDAD,ACCESORIOS,02/05/2017, 3.540 ,COR
AC304,POLINES DE MADERA, 8.000 ,UNIDAD,ACCESORIOS,24/10/2025, 330.000 ,COR
AC308,REGADERA, 1.000 ,UNIDAD,ACCESORIOS,22/05/2017, 80.000 ,COR
AC315,RACOR RECTO METALICO 1/4 Pulgadas G X1/4 Pulgadas, 2.000 ,UNIDAD,ACCESORIOS,05/05/2022, 0.730 ,USD
AC316,SILENCIADOR BRONCE 1/4, 18.000 ,UNIDAD,ACCESORIOS,04/06/2025, 82.800 ,COR
AC324,CINTAS DE PRECAUCION AMARILLA, 1.000 ,UNIDAD,ACCESORIOS,10/10/2025, 194.460 ,COR
AC325,PISTOLA PARA SILICON, 1.000 ,UNIDAD,ACCESORIOS,12/12/2024, 105.000 ,COR
AC332,BRIDA PVC 4 Pulgadas, 4.000 ,UNIDAD,ACCESORIOS,16/06/2017, 536.360 ,COR
AC333,ABRAZADERA HF8X2, 3.000 ,UNIDAD,ACCESORIOS,11/06/2021, 211.200 ,USD
AC342,RACOR METALICO 1/4X8MM, 6.000 ,UNIDAD,ACCESORIOS,25/09/2021, 1.700 ,USD
AC343,RACOR UNION TEE 8MM, 6.000 ,UNIDAD,ACCESORIOS,17/07/2017, 6.600 ,USD
AC344,PASTA P/CAUTIL & ESTAÑO, 1.000 ,UNIDAD,ACCESORIOS,22/03/2023, 85.000 ,COR
AC350,ENCENDEDOR P/OXICORTE, 5.000 ,UNIDAD,ACCESORIOS,12/11/2025, 81.824 ,COR
AC356,ROTULOS PVC, 208.000 ,UNIDAD,ACCESORIOS,27/12/2025, 145.000 ,COR
AC372,PIEDRA PARA ESMERILAR, 4.000 ,UNIDAD,ACCESORIOS,23/09/2023, 294.000 ,COR
AC378,TORNILLO GALVANIZADO 6 X 1, 82.000 ,UNIDAD,ACCESORIOS,, -   ,
AC380,TENAZA POLO TIERRA, 8.000 ,UNIDAD,ACCESORIOS,22/12/2025, 225.823 ,COR
AC382,BROCA SIERRA 5/8, 1.000 ,UNIDAD,ACCESORIOS,, -   ,
AC385,CARCASA AZUL 10 P/FILTRO PURIFICADOR DE AGUA, 2.000 ,UNIDAD,ACCESORIOS,05/05/2023," 1,091.567 ",COR
AC386,HDMI SWITCH IMPUT TO TV, 1.000 ,UNIDAD,ACCESORIOS,, -   ,
AC387,TERMINAL DE BATERIA A1-13, 2.000 ,UNIDAD,ACCESORIOS,, -   ,
AC388,HDMI SPLITER 1T8, 1.000 ,UNIDAD,ACCESORIOS,09/07/2018, 120.000 ,COR
AC392,DETERGENTE INDUSTRIAL KILOGRAMOS, 375.000 ,KILOGRAMOS,ACCESORIOS,09/01/2026, 38.550 ,COR
AC396,VALVULA MARIPOSA 2 Pulgadas, 1.000 ,UNIDAD,ACCESORIOS,26/01/2018," 1,840.250 ",COR
AC409,TERMOMETRO BIMETALICO 000-300 GRADOS, 1.000 ,UNIDAD,ACCESORIOS,20/03/2018, 72.000 ,USD
AC413,CONECTOR RAPIDO PARA CABLE 2MB, 1.000 ,UNIDAD,REPUESTOS,01/02/2022, 477.343 ,COR
AC417,CARPA PARA CAMION, 3.000 ,UNIDAD,ACCESORIOS,12/08/2025," 38,500.000 ",COR
AC422,PORTA DADO PARA TARRAJA DIFERENTES MEDIDAS, 1.000 ,UNIDAD,ACCESORIOS,28/05/2018, 974.000 ,COR
AC423,PISTOLA PARA HIDROLAVADORA, 5.000 ,UNIDAD,ACCESORIOS,06/06/2025," 3,158.477 ",COR
AC443,VALVULA TR 413, 4.000 ,UNIDAD,ACCESORIOS,15/12/2020, 0.340 ,USD
AC445,ACOPLE ROSCADO PARA MANGUERA DE OXICORTE, 3.000 ,UNIDAD,ACCESORIOS,03/09/2024, 100.615 ,COR
AC446,ACOPLE ROSCADO PARA MANGUERA DE ACETILENO, 4.000 ,UNIDAD,ACCESORIOS,28/08/2018, 1.970 ,USD
AC447,PLASTICO PARA PALETIZAR, 4.000 ,UNIDAD,ACCESORIOS,14/11/2025, 250.000 ,COR
AC458,BROCHA 5 Pulgadas, 3.000 ,UNIDAD,ACCESORIOS,23/01/2026, 270.000 ,COR
AC463,PALA PLASTICA, 51.000 ,UNIDAD,ACCESORIOS,05/09/2025, 59.513 ,COR
AC465,PASTE VERDE, 5.000 ,UNIDAD,ACCESORIOS,09/01/2026, 13.190 ,COR
AC466,CEPILLO DE MANO, 46.000 ,UNIDAD,ACCESORIOS,09/05/2025, 30.990 ,COR
AC467,SELLADOR TRANSPARENTE, 38.000 ,UNIDAD,ACCESORIOS,14/11/2025, 31.000 ,COR
AC468,LIBRO DE ACTA, 7.000 ,UNIDAD,ACCESORIOS,10/04/2024, 138.471 ,COR
AC469,LAPICERO, 38.000 ,UNIDAD,ACCESORIOS,28/01/2026, 7.630 ,COR
AC472,RESALTADORES, 5.000 ,UNIDAD,ACCESORIOS,28/01/2026, 20.090 ,COR
AC473,MARCADORES, 56.000 ,UNIDAD,ACCESORIOS,28/01/2026, 21.250 ,COR
AC474,BLOCK TC AMARILLO, 4.000 ,UNIDAD,ACCESORIOS,28/01/2026, 33.150 ,COR
AC475,AMPOS, 54.000 ,UNIDAD,ACCESORIOS,28/01/2026, 45.000 ,COR
AC476,CALCULADORA, 10.000 ,UNIDAD,ACCESORIOS,17/01/2025, 234.950 ,COR
AC479,MINA P/LAPIZ, 6.000 ,UNIDAD,ACCESORIOS,27/01/2020, 4.250 ,COR
AC481,REGLAS PLASTICA, 6.000 ,UNIDAD,ACCESORIOS,12/09/2025, 5.530 ,COR
AC482,CORRECTOR LIQUIDO, 1.000 ,UNIDAD,ACCESORIOS,28/01/2026, 9.000 ,COR
AC483,PAPEL BOND, 21.000 ,UNIDAD,ACCESORIOS,28/01/2026, 182.793 ,COR
AC484,FOLDER, 13.000 ,UNIDAD,ACCESORIOS,28/01/2026, 227.700 ,COR
AC485,FASTENER, 27.000 ,UNIDAD,ACCESORIOS,28/01/2026, 55.718 ,COR
AC486,GRAPAS, 12.000 ,UNIDAD,ACCESORIOS,14/11/2025, 22.000 ,COR
AC487,POSTIC, 6.000 ,UNIDAD,ACCESORIOS,14/11/2025, 65.660 ,COR
AC488,TABLA CON CLAMP, 5.000 ,UNIDAD,ACCESORIOS,28/01/2026, 63.900 ,COR
AC489,CLIP MEGA, 8.000 ,CAJA,ACCESORIOS,28/01/2026, 12.880 ,COR
AC492,PASTILLAS PARA BAÑOS, 6.000 ,UNIDAD,ACCESORIOS,09/01/2026, 22.736 ,COR
AC493,MECHA PARA LAMPASO, 5.000 ,UNIDAD,ACCESORIOS,09/01/2026, 63.370 ,COR
AC495,BLOCK DE SOLICITUD PEDIDO A BODEGA, 140.000 ,UNIDAD,ACCESORIOS,24/09/2025, 58.000 ,COR
AC496,TONER HP, 2.000 ,UNIDAD,ACCESORIOS,28/10/2020," 3,640.000 ",COR
AC499,PANAS PLASTICAS, 20.000 ,UNIDAD,ACCESORIOS,13/10/2025, 70.000 ,COR
AC501,BROCA ANULAR 7/16 PulgadasX2 Pulgadas, 1.000 ,UNIDAD,ACCESORIOS,17/02/2019," 1,240.000 ",COR
AC503,BROCA ANULAR 7/8 PulgadasX2 Pulgadas, 1.000 ,UNIDAD,ACCESORIOS,17/02/2019," 1,590.000 ",COR
AC504,BROCA ANULAR 1 PulgadasX2 Pulgadas, 1.000 ,UNIDAD,ACCESORIOS,17/02/2019," 1,800.000 ",COR
AC509,LIMA CUCHILLA, 9.000 ,UNIDAD,ACCESORIOS,14/01/2026, 139.000 ,COR
AC510,BROCA CENTRO HSS N°6, 2.000 ,UNIDAD,ACCESORIOS,24/09/2025, 170.200 ,COR
AC511,BROCA CENTRO HSS N°4, 2.000 ,UNIDAD,ACCESORIOS,24/09/2025, 73.600 ,COR
AC515,CAJA PLASTICA CON TAPA, 7.000 ,UNIDAD,ACCESORIOS,20/06/2025," 1,264.943 ",COR
AC517,TEYPE DOBLE CONTACTO, 41.000 ,UNIDAD,ACCESORIOS,12/12/2025, 36.000 ,COR
AC518,PAPEL HP Q1396A, 1.000 ,UNIDAD,ACCESORIOS,09/07/2025, 996.300 ,COR
AC521,MEMORIA USB, 4.000 ,UNIDAD,ACCESORIOS,04/12/2025," 1,840.000 ",COR
AC533,LAPIZ GRAFITO, 21.000 ,UNIDAD,ACCESORIOS,14/11/2025, 2.850 ,COR
AC534,CERA CUENTA FACIL, 7.000 ,UNIDAD,ACCESORIOS,25/05/2023, 27.000 ,COR
AC540,BATERIA AR 9V, 4.000 ,UNIDAD,ACCESORIOS,20/03/2025, 160.000 ,COR
AC541,BROCA METAL 1/2, 6.000 ,UNIDAD,ACCESORIOS,14/01/2026, 137.080 ,COR
AC544,CARTUCHO HP 711, 1.000 ,UNIDAD,ACCESORIOS,09/07/2025," 1,678.950 ",COR
AC550,SILICON, 4.000 ,UNIDAD,ACCESORIOS,13/12/2022, 8.000 ,COR
AC551,ETIQUETA PARA FOLDER, 8.000 ,UNIDAD,ACCESORIOS,28/01/2026, 48.450 ,COR
AC552,BANDERA ADESIVA, 5.000 ,UNIDAD,ACCESORIOS,12/09/2025, 21.920 ,COR
AC554,TERMO GRANDE, 3.000 ,UNIDAD,ACCESORIOS,12/05/2025, 750.000 ,COR
AC555,TAPA PARA INODORO, 2.000 ,UNIDAD,ACCESORIOS,28/05/2019, 250.000 ,COR
AC563,REDUCTOR PVC 3/4 PulgadasX1/2 Pulgadas, 1.000 ,UNIDAD,ACCESORIOS,08/07/2025, 10.000 ,COR
AC571,ENGRAPADORA, 8.000 ,UNIDAD,ACCESORIOS,04/04/2025, 117.900 ,COR
AC574,BOLSA PARA JARDINERIA, 210.000 ,UNIDAD,ACCESORIOS,09/01/2026, 5.730 ,COR
AC582,CARPETA PLASTICA, 3.000 ,UNIDAD,ACCESORIOS,14/11/2025, 10.000 ,COR
AC586,TUERCA METRICA 20," 1,211.000 ",UNIDAD,ACCESORIOS,28/06/2022, 24.774 ,COR
AC587,TAZA DE CAFÉ, 3.000 ,UNIDAD,ACCESORIOS,09/04/2025, 55.000 ,COR
AC601,MEDICAMENTO," 1,489.000 ",UNIDAD,ACCESORIOS,16/12/2025, 65.450 ,COR
AC610,COCINA ELECTRICA, 2.000 ,UNIDAD,ACCESORIOS,27/03/2025, 500.000 ,COR
AC614,CLIP DE CINTURON PARA NX240, 1.000 ,UNIDAD,ACCESORIOS,30/01/2023, 15.000 ,USD
AC616,TRAMPA PARA RATAS, 345.000 ,UNIDAD,ACCESORIOS,15/10/2020, 20.750 ,COR
AC617,TUERCA 5/16 Pulgadas, 116.000 ,UNIDAD,ACCESORIOS,01/09/2021, 4.000 ,COR
AC620,PLIEGO FOMMY, 11.000 ,UNIDAD,ACCESORIOS,12/12/2025, 27.000 ,COR
AC622,CONECTOR PARA MANGUERA 6MM, 12.000 ,UNIDAD,ACCESORIOS,01/08/2019, 1.350 ,USD
AC626,ALMOHADILLA PARA MOUSE, 2.000 ,UNIDAD,ACCESORIOS,28/01/2026, 141.100 ,COR
AC627,BOLSA PLASTICA TRANSPARENTE, 15.000 ,UNIDAD,ACCESORIOS,27/10/2022, 12.000 ,COR
AC628,ROTULA 3/8 HILO FINO, 2.000 ,UNIDAD,ACCESORIOS,18/08/2019," 1,300.000 ",COR
AC640,PELOTA DE MECATE, 19.000 ,UNIDAD,ACCESORIOS,21/01/2026, 25.000 ,COR
AC644,PRISIONERO ALLEN 5/16X1/2, 142.000 ,UNIDAD,ACCESORIOS,20/09/2019, 2.440 ,COR
AC648,BATERIA AAA, 25.000 ,PAR,ACCESORIOS,28/01/2026, 78.660 ,COR
AC650,BROCA SDS PLUS 3/4X6 PulgadasX8 Pulgadas, 1.000 ,UNIDAD,ACCESORIOS,08/02/2023, 383.000 ,COR
AC659,PRISIONERO ALLEN 5/8X1 Pulgadas, 48.000 ,UNIDAD,ACCESORIOS,07/01/2026, 71.878 ,COR
AC660,PERNO 1X8 Pulgadas, 6.000 ,UNIDAD,ACCESORIOS,25/09/2021, 297.376 ,COR
AC668,FRESA 4 FILOS CARBURO TICN 3/8 IMCO, 1.000 ,UNIDAD,ACCESORIOS,01/02/2023, 638.400 ,COR
AC673,CARTON DUPLEZ T CARTULINA, 6.000 ,UNIDAD,ACCESORIOS,03/12/2022, 38.000 ,COR
AC674,SACAGRAPA, 4.000 ,UNIDAD,ACCESORIOS,17/01/2025, 20.700 ,COR
AC675,TECLADO PARA PC, 4.000 ,UNIDAD,ACCESORIOS,13/09/2024, 340.232 ,COR
AC676,PIZARRA ESTIDISTICA IMPRESA EN VINIL, 1.000 ,UNIDAD,ACCESORIOS,19/10/2022, 275.000 ,USD
AC679,PASTE CON ESPONJA, 16.000 ,UNIDAD,ACCESORIOS,05/09/2025, 14.180 ,COR
AC683,PRISIONERO ALLEN 3/16X6-40, 49.000 ,UNIDAD,ACCESORIOS,09/11/2019, 32.670 ,COR
AC684,PRISIONERO ALLEN  1/4X3/8 Pulgadas, 15.000 ,UNIDAD,ACCESORIOS,26/11/2019, 506.000 ,COR
AC687,PASTA REVELADORA DE AGUA, 3.000 ,UNIDAD,ACCESORIOS,25/06/2020, 591.500 ,COR
AC691,TINTA PARA SELLO, 11.000 ,UNIDAD,ACCESORIOS,17/01/2025, 54.625 ,COR
AC692,PERFORADORA INDUSTRIAL UNVIERSAL, 2.000 ,UNIDAD,ACCESORIOS,29/05/2025," 3,232.700 ",COR
AC696,FORMATO INGRESO DE FRUTO SAN JOSE, 255.000 ,BLOCK,ACCESORIOS,01/05/2020, 2.120 ,USD
AC697,FORMATO INGRESO DE FRUTO EXTRACEITE, 387.000 ,BLOCK,ACCESORIOS,06/10/2023, 3.292 ,USD
AC698,FORMATO BOLETA DESPACHO, 696.000 ,BLOCK,ACCESORIOS,09/02/2023, 172.500 ,COR
AC699,FORMATO COMPROBANTE DE PAGO, 20.000 ,BLOCK,ACCESORIOS,11/07/2025, 90.000 ,COR
AC704,CINTA DHS OCL 1 LB 1/4, 6.000 ,UNIDAD,ACCESORIOS,09/07/2025," 2,744.797 ",COR
AC718,LAMINA PARA EMPLASTICAR, 1.000 ,UNIDAD,ACCESORIOS,28/01/2026, 100.300 ,COR
AC719,PERNO ALLEN FLAT METALICO 14X25, 50.000 ,UNIDAD,ACCESORIOS,28/12/2019, 52.060 ,COR
AC722,LINTERNA PARA CABEZA, 5.000 ,UNIDAD,ACCESORIOS,29/10/2025, 860.000 ,COR
AC724,PERNO 05-1594, 2.000 ,UNIDAD,ACCESORIOS,01/01/2020, 18.060 ,COR
AC737,CARTUCHO EPSON T664, 41.000 ,UNIDAD,ACCESORIOS,21/07/2022, 427.700 ,COR
AC742,RODO DE 9 Pulgadas, 18.000 ,UNIDAD,ACCESORIOS,07/02/2026, 109.650 ,COR
AC743,HOJAS PLASTICAS," 1,000.000 ",UNIDAD,ACCESORIOS,07/11/2022, 1.783 ,COR
AC751,PERNO ALLEN M10X30, 6.000 ,UNIDAD,ACCESORIOS,29/04/2024, 15.000 ,COR
AC752,CORDON DE AMARRE, 25.000 ,METRO,ACCESORIOS,27/01/2020, 76.500 ,COR
AC755,BALINERA 2213 C3, 5.000 ,UNIDAD,ACCESORIOS,30/01/2020," 2,580.000 ",COR
AC756,PERNO ALLEN AVELLANADO 1/2X1 Pulgadas, 96.000 ,UNIDAD,ACCESORIOS,03/02/2020, 149.990 ,COR
AC757,TUERCA METRICA M10, 145.000 ,UNIDAD,ACCESORIOS,09/07/2022, 3.167 ,COR
AC758,ARANDELA PLANA METRICA M10, 298.000 ,UNIDAD,ACCESORIOS,09/07/2022, 1.111 ,COR
AC760,BATERIA  PARA RADIO KENWOOD, 1.000 ,UNIDAD,ACCESORIOS,11/11/2022, 65.000 ,USD
AC761,EMPAQUE DE BOMBILLO DE 2 Pulgadas, 9.000 ,UNIDAD,ACCESORIOS,05/02/2020, 106.680 ,COR
AC762,CINTA DE AMARRE PARA CARGA 4 Pulgadas, 2.000 ,UNIDAD,ACCESORIOS,01/03/2021," 1,915.000 ",COR
AC763,SOBRE MANILA, 64.000 ,UNIDAD,ACCESORIOS,14/11/2025, 3.150 ,COR
AC774,JABON LIQUIDO, 7.000 ,GALON,ACCESORIOS,09/01/2026, 111.810 ,COR
AC778,CLAMP GRANDE, 26.000 ,CAJA,ACCESORIOS,18/07/2025, 74.382 ,COR
AC780,PAPEL KRAFT TUBO 36 Pulgadas, 1.000 ,ROLLO,ACCESORIOS,13/03/2020," 1,457.310 ",COR
AC783,ESCOBA, 39.000 ,UNIDAD,ACCESORIOS,09/01/2026, 63.950 ,COR
AC795,QUAT ULTRA (SANITIZANTE A BASE DE AMONIO CUATERNARIO), 19.000 ,GALON,ACCESORIOS,30/03/2021, 327.570 ,COR
